type_batiment,type_installation_chauffage,type_installation_ecs,hauteur_sous_plafond,etiquette_dpe,etiquette_ges,surface_habitable_logement,nombre_niveau_logement,code_postal_ban,qualite_isolation_enveloppe,cout_total_5_usages_energie_n1,conso_5 usages_ef,conso_5_usages_ep,type_energie_principale_chauffage
appartement,individuel,individuel,2.4,C,C,73.7,1.0,77130.0,moyenne,477.0,4816.3,5493.3,Gaz naturel
appartement,individuel,individuel,2.7,E,B,34.3,1.0,38100.0,insuffisante,1007.1,4225.4,9718.5,Électricité
appartement,individuel,individuel,2.5,B,B,95.0,1.0,13004.0,très bonne,480.0,5171.1,6279.9,Gaz naturel
maison,individuel,individuel,2.2,E,B,31.3,1.0,60320.0,bonne,788.0,4388.3,10093.2,Électricité
maison,individuel,individuel,2.5,D,B,100.0,2.0,62260.0,bonne,1332.0,11266.4,21490.2,Électricité
maison,individuel,individuel,2.5,E,E,103.8,2.0,29790.0,bonne,1951.0,21753.3,22289.8,Fioul domestique
appartement,individuel,individuel,2.5,F,C,93.0,2.0,32120.0,insuffisante,2409.9,14718.1,33851.7,Électricité
appartement,individuel,individuel,2.8,D,D,80.1,1.0,93140.0,très bonne,1089.0,13485.1,13932.6,Gaz naturel
appartement,individuel,individuel,2.5,D,D,49.0,1.0,81000.0,insuffisante,873.8,10545.0,11443.0,Gaz naturel
appartement,individuel,individuel,2.7,E,C,75.9,1.0,59240.0,insuffisante,1281.8,18938.1,22383.7,Réseau de Chauffage urbain
appartement,individuel,individuel,2.4,D,A,33.3,1.0,31400.0,très bonne,571.0,2951.1,6787.6,Électricité
maison,individuel,individuel,2.5,D,B,74.0,2.0,83400.0,bonne,1306.5,7705.6,17722.8,Électricité
appartement,mixte (collectif-individuel),individuel,2.7,D,B,26.4,1.0,51100.0,moyenne,568.0,2943.4,6769.9,Électricité
appartement,individuel,individuel,2.5,C,A,110.2,1.0,84220.0,moyenne,1276.3,7513.8,17281.8,Électricité
appartement,collectif,individuel,2.5,D,D,54.6,1.0,50350.0,insuffisante,814.2,11844.9,12229.9,Gaz naturel
appartement,individuel,individuel,2.5,D,D,65.1,1.0,68200.0,insuffisante,1002.6,12560.6,13515.4,Gaz naturel
appartement,individuel,individuel,2.5,C,A,52.7,1.0,31200.0,moyenne,594.0,3109.2,7151.1,Électricité
maison,individuel,individuel,2.5,D,A,110.0,2.0,45340.0,bonne,451.9,16685.1,20024.3,Bois – Bûches
appartement,collectif,individuel,2.5,E,C,67.8,1.0,45100.0,insuffisante,968.4,15134.4,18813.3,Réseau de Chauffage urbain
maison,individuel,individuel,2.5,D,D,220.0,3.0,78310.0,insuffisante,2324.6,45233.0,49646.7,Gaz naturel
appartement,individuel,individuel,2.4,C,A,62.2,2.0,33370.0,très bonne,860.1,4863.9,11187.0,Électricité
maison,individuel,individuel,2.5,D,B,149.8,2.0,16290.0,bonne,1982.0,11996.0,11996.0,Électricité
appartement,collectif,individuel,2.5,D,D,70.2,1.0,83990.0,insuffisante,1065.0,9434.2,12019.9,GPL
maison,individuel,individuel,2.5,D,B,126.4,1.0,33770.0,bonne,1760.0,15200.9,28962.8,Électricité
maison,individuel,individuel,2.5,E,B,60.0,1.0,16260.0,moyenne,1416.0,8400.9,19322.1,Électricité
maison,individuel,individuel,2.4,D,D,70.0,1.0,76000.0,insuffisante,1162.0,12936.9,12936.9,Électricité
appartement,collectif,collectif,2.5,E,E,58.0,1.0,50500.0,insuffisante,787.3,13330.9,14223.3,Gaz naturel
appartement,individuel,individuel,2.6,G,C,60.2,2.0,13011.0,insuffisante,307.3,16719.6,25975.2,Bois – Bûches
appartement,individuel,individuel,2.7,E,B,30.6,1.0,93310.0,très bonne,783.4,4358.1,10023.7,Électricité
appartement,individuel,individuel,2.5,C,A,51.0,1.0,34350.0,insuffisante,599.1,3143.9,7231.0,Électricité
appartement,individuel,individuel,2.5,G,C,18.3,1.0,77120.0,très bonne,676.0,3652.5,3652.5,Électricité
maison,individuel,individuel,2.5,F,E,114.8,1.0,44440.0,insuffisante,2369.3,35778.4,39719.9,Gaz naturel
maison,individuel,individuel,2.7,D,B,88.5,2.0,14170.0,très bonne,1029.0,9313.9,18027.7,Électricité
maison,individuel,individuel,3.3,D,D,207.6,1.0,33140.0,insuffisante,2794.1,40105.6,41219.2,Gaz naturel
appartement,individuel,individuel,2.3,E,B,28.5,1.0,5000.0,bonne,737.7,4056.8,9330.7,Électricité
maison,individuel,individuel,2.5,D,D,520.0,3.0,70360.0,bonne,4683.7,57376.2,65362.4,Fioul domestique
appartement,individuel,individuel,2.5,E,C,36.5,2.0,20260.0,insuffisante,763.0,6697.1,6697.1,Électricité
maison,individuel,individuel,2.5,F,F,86.2,2.0,59116.0,insuffisante,1985.7,29529.5,32980.5,Gaz naturel
maison,individuel,individuel,2.6,E,E,61.1,2.0,58500.0,bonne,1160.2,14526.3,14900.4,Gaz naturel
maison,individuel,individuel,2.5,F,C,51.8,2.0,21590.0,moyenne,1140.1,9727.6,18370.1,Électricité
maison,individuel,individuel,2.5,D,D,167.0,2.0,39120.0,bonne,1290.0,27114.3,29814.9,Fioul domestique
appartement,individuel,individuel,2.5,D,B,49.8,1.0,25400.0,bonne,685.0,5113.9,11761.9,Électricité
maison,individuel,individuel,3.0,D,D,98.5,1.0,59970.0,moyenne,1148.5,23291.4,24172.7,Gaz naturel
appartement,individuel,individuel,2.9,C,C,141.2,1.0,69002.0,insuffisante,1282.1,17834.6,20083.4,Gaz naturel
appartement,individuel,individuel,2.5,D,B,41.6,1.0,20200.0,bonne,607.0,3481.9,8008.3,Électricité
appartement,individuel,individuel,3.4,G,C,25.5,1.0,37000.0,insuffisante,479.0,6810.8,15664.9,Électricité
appartement,individuel,individuel,2.7,E,D,88.9,1.0,65430.0,insuffisante,1264.9,23447.5,23904.2,Gaz naturel
appartement,individuel,individuel,3.1,E,B,37.9,1.0,69001.0,moyenne,887.2,5040.8,11593.9,Électricité
maison,individuel,individuel,2.5,D,B,70.6,2.0,78510.0,bonne,1216.5,7133.8,16407.8,Électricité
maison,individuel,individuel,2.8,F,F,125.9,2.0,35120.0,insuffisante,3469.0,38658.3,39587.9,Fioul domestique
maison,individuel,individuel,2.5,D,B,62.6,1.0,24700.0,insuffisante,1014.4,5849.3,13453.4,Électricité
maison,individuel,individuel,2.4,D,B,144.0,2.0,49330.0,bonne,2050.1,17877.5,34038.7,Électricité
appartement,individuel,individuel,2.4,C,A,66.3,1.0,6800.0,insuffisante,758.6,3758.6,8644.7,Électricité
maison,individuel,individuel,2.5,D,D,89.0,2.0,57300.0,insuffisante,1199.5,16585.6,18855.0,Gaz naturel
maison,individuel,individuel,2.5,D,B,58.6,1.0,83580.0,bonne,911.8,5197.4,11954.1,Électricité
maison,individuel,individuel,2.5,D,B,317.4,2.0,60240.0,insuffisante,4604.0,39300.3,77031.7,Électricité
appartement,mixte (collectif-individuel),individuel,2.4,E,E,71.7,2.0,26300.0,moyenne,1086.0,13262.3,15055.9,Fioul domestique
appartement,collectif,collectif,2.5,F,F,60.5,1.0,91800.0,insuffisante,1232.0,20080.9,20255.2,Gaz naturel
appartement,individuel,individuel,2.7,E,B,94.6,1.0,70000.0,insuffisante,1890.1,11414.9,26254.3,Électricité
maison,individuel,individuel,2.5,E,B,114.7,1.0,49420.0,moyenne,2379.0,14520.7,33397.5,Électricité
appartement,individuel,individuel,2.5,C,A,119.6,1.0,20000.0,insuffisante,1373.0,8130.6,18700.5,Électricité
maison,individuel,individuel,2.5,G,C,61.9,1.0,85280.0,insuffisante,2847.5,17459.0,40155.7,Électricité
maison,individuel,individuel,2.8,E,E,105.0,2.0,33400.0,insuffisante,2286.4,32707.2,34305.8,Gaz naturel
appartement,collectif,collectif,2.5,D,D,85.1,1.0,70200.0,très bonne,886.2,14440.7,14888.7,Gaz naturel
appartement,individuel,individuel,2.5,D,D,63.0,1.0,61100.0,insuffisante,1016.0,12355.0,12761.1,Gaz naturel
appartement,individuel,individuel,2.4,C,C,103.0,1.0,6210.0,insuffisante,967.9,13227.0,15739.6,Gaz naturel
appartement,individuel,individuel,2.5,C,C,67.2,1.0,45160.0,insuffisante,752.0,8616.8,9440.9,Gaz naturel
appartement,collectif,collectif,2.5,C,C,44.8,1.0,91940.0,moyenne,287.5,4826.1,5332.3,Gaz naturel
appartement,individuel,individuel,2.5,D,B,41.3,1.0,94320.0,très bonne,760.9,4210.1,9683.2,Électricité
appartement,individuel,individuel,2.5,F,F,75.5,1.0,63000.0,insuffisante,1973.0,27221.3,27924.5,Gaz naturel
maison,individuel,individuel,2.5,D,A,110.4,1.0,13880.0,bonne,1473.3,8765.8,20161.4,Électricité
appartement,collectif,collectif,2.5,F,F,59.1,7.0,75013.0,insuffisante,1619.0,18007.6,18394.9,Fioul domestique
appartement,individuel,individuel,2.5,D,D,27.3,3.0,31200.0,bonne,423.0,4151.6,4600.7,Gaz naturel
appartement,collectif,collectif,2.5,D,D,51.0,1.0,87000.0,insuffisante,652.2,10797.9,11134.4,Gaz naturel
appartement,individuel,individuel,2.5,F,C,35.0,1.0,6300.0,insuffisante,888.8,6625.1,13191.8,Électricité
appartement,individuel,individuel,2.5,E,B,21.1,1.0,49000.0,insuffisante,536.8,2733.0,6285.9,Électricité
appartement,individuel,individuel,2.5,D,C,83.0,1.0,31700.0,insuffisante,750.0,11566.0,16240.1,Gaz naturel
appartement,mixte (collectif-individuel),collectif,2.5,D,A,16.8,1.0,35610.0,insuffisante,310.2,1847.4,4249.1,Électricité
appartement,individuel,individuel,2.5,C,C,76.2,1.0,6600.0,insuffisante,800.7,10017.3,11682.9,Gaz naturel
maison,individuel,individuel,2.5,D,D,63.6,1.0,30140.0,insuffisante,894.4,14646.6,14984.1,Gaz naturel
appartement,individuel,individuel,2.4,F,C,30.5,1.0,83140.0,bonne,854.0,4823.0,4823.0,Électricité
maison,individuel,individuel,2.5,C,C,131.5,2.0,77515.0,insuffisante,812.0,15230.6,23458.5,Électricité
appartement,collectif,collectif,2.5,E,E,63.8,9.0,44300.0,insuffisante,923.0,17078.5,17491.0,Gaz naturel
maison,individuel,individuel,2.5,E,E,78.6,1.0,79000.0,insuffisante,1549.2,22305.1,25051.6,Gaz naturel
maison,individuel,individuel,2.5,B,A,93.0,2.0,67150.0,bonne,565.0,2921.7,6719.8,Électricité
maison,individuel,individuel,2.5,D,D,45.3,2.0,14370.0,insuffisante,806.0,9665.8,10762.7,Gaz naturel
appartement,individuel,individuel,2.5,E,B,44.6,1.0,95100.0,moyenne,881.3,5003.3,11507.6,Électricité
appartement,individuel,individuel,2.5,C,C,72.3,1.0,60660.0,bonne,663.2,7372.3,8335.6,Gaz naturel
maison,individuel,individuel,2.5,E,B,103.0,1.0,44710.0,bonne,2005.0,12145.4,27934.5,Électricité
maison,individuel,individuel,2.6,F,B,68.9,1.0,26250.0,moyenne,437.9,18310.3,24329.3,Bois – Bûches
appartement,individuel,individuel,2.5,C,A,69.1,1.0,13009.0,bonne,765.1,4237.7,9746.8,Électricité
maison,individuel,individuel,2.5,E,B,52.0,1.0,44150.0,bonne,608.0,6731.7,15482.9,Électricité
appartement,individuel,individuel,2.5,E,B,35.1,1.0,72800.0,bonne,819.0,4592.6,10563.1,Électricité
maison,individuel,individuel,2.5,C,A,154.0,2.0,90360.0,très bonne,1525.0,12285.6,24108.1,Électricité
appartement,individuel,collectif,2.5,D,D,65.9,1.0,69730.0,très bonne,875.0,11591.6,12432.0,Gaz naturel
maison,individuel,individuel,2.5,D,B,153.7,1.0,85200.0,très bonne,2081.7,12632.0,29053.7,Électricité
maison,individuel,individuel,2.5,E,B,123.3,1.0,17320.0,moyenne,1838.6,18371.6,32785.4,Électricité
appartement,individuel,individuel,2.6,C,A,16.1,3.0,69530.0,très bonne,391.0,1720.3,3956.7,Électricité
appartement,mixte (collectif-individuel),collectif,2.5,B,A,30.0,1.0,20128.0,insuffisante,186.0,1277.5,2938.3,Électricité
maison,individuel,individuel,2.5,G,G,140.8,2.0,85410.0,insuffisante,4045.1,47301.1,51270.2,Fioul domestique
maison,individuel,individuel,2.4,G,C,46.6,1.0,70250.0,insuffisante,2503.0,15305.5,35202.7,Électricité
maison,individuel,individuel,2.5,D,D,51.0,1.0,62300.0,bonne,782.0,8878.7,9431.0,Gaz naturel
maison,individuel,individuel,2.6,E,E,86.3,2.0,17220.0,insuffisante,1625.0,21706.8,22166.4,Gaz naturel
maison,individuel,individuel,2.2,D,D,155.4,3.0,74190.0,bonne,2122.0,25498.7,28469.3,Fioul domestique
appartement,individuel,individuel,2.5,C,C,72.4,10.0,13013.0,insuffisante,792.1,8884.2,9247.8,Gaz naturel
appartement,collectif,individuel,2.5,D,D,154.4,1.0,55000.0,insuffisante,1870.3,32910.5,38410.7,Gaz naturel
appartement,collectif,collectif,2.9,F,F,22.0,1.0,25720.0,insuffisante,462.9,7798.6,8257.8,Gaz naturel
appartement,individuel,individuel,2.5,F,F,71.3,1.0,3700.0,insuffisante,1692.4,22778.0,23289.4,Gaz naturel
maison,individuel,individuel,2.5,D,A,90.0,1.0,46110.0,bonne,191.8,10696.2,16811.3,Bois – Bûches
appartement,individuel,individuel,2.5,E,B,29.2,1.0,91700.0,insuffisante,496.0,3898.7,8967.0,Électricité
maison,individuel,individuel,2.8,E,E,111.0,3.0,36240.0,insuffisante,2079.9,25408.7,28863.6,Fioul domestique
appartement,individuel,individuel,2.5,E,B,18.2,1.0,86130.0,bonne,519.0,2558.1,5883.5,Électricité
maison,individuel,individuel,2.8,D,A,90.0,1.0,20240.0,insuffisante,1233.4,7241.2,16654.9,Électricité
appartement,collectif,collectif,2.5,E,D,70.1,1.0,93130.0,insuffisante,736.9,16379.4,22548.7,Gaz naturel
maison,individuel,individuel,2.5,D,A,64.5,2.0,33140.0,bonne,1173.7,5140.0,11821.9,Électricité
maison,individuel,individuel,2.5,F,C,40.0,1.0,11140.0,insuffisante,1283.4,7559.0,17385.6,Électricité
appartement,collectif,collectif,3.0,E,E,40.4,1.0,87100.0,insuffisante,752.8,11117.5,11435.2,Gaz naturel
maison,individuel,individuel,2.4,C,A,120.0,2.0,69440.0,très bonne,1209.8,7091.0,16309.3,Électricité
appartement,individuel,individuel,2.5,E,B,38.3,1.0,31110.0,bonne,863.6,4886.9,11239.9,Électricité
maison,individuel,individuel,2.5,C,C,110.0,2.0,13014.0,bonne,540.4,7890.2,10017.0,Gaz naturel
appartement,individuel,individuel,2.5,E,B,68.0,1.0,83230.0,insuffisante,562.0,9381.6,21577.7,Électricité
appartement,individuel,individuel,2.5,D,B,111.6,2.0,74430.0,très bonne,1963.3,11880.1,27324.3,Électricité
maison,individuel,individuel,2.5,C,C,106.1,2.0,33700.0,très bonne,825.8,9933.1,10990.0,Gaz naturel
appartement,individuel,individuel,2.5,E,E,64.5,1.0,35200.0,bonne,1167.2,14674.7,15103.1,Gaz naturel
appartement,individuel,individuel,2.5,C,C,36.0,3.0,38090.0,bonne,442.0,4383.4,4913.0,Gaz naturel
maison,individuel,individuel,2.5,G,C,48.2,1.0,61240.0,insuffisante,1668.0,10608.1,24398.7,Électricité
appartement,individuel,individuel,2.4,C,A,42.4,1.0,31170.0,bonne,598.4,3139.1,7219.9,Électricité
maison,individuel,individuel,2.5,D,A,70.0,1.0,33450.0,très bonne,968.9,5560.5,12789.1,Électricité
maison,individuel,individuel,2.4,F,C,146.8,2.0,46120.0,moyenne,3175.0,30265.1,55619.9,Électricité
maison,individuel,individuel,2.5,C,A,92.0,1.0,94100.0,très bonne,1219.7,7154.3,16454.8,Électricité
appartement,individuel,individuel,2.5,C,A,45.1,1.0,67150.0,très bonne,632.6,3364.6,7738.6,Électricité
appartement,collectif,collectif,2.5,C,C,59.7,1.0,31300.0,très bonne,183.0,4158.6,5757.4,Gaz naturel
maison,individuel,individuel,2.5,F,B,103.3,2.0,72800.0,insuffisante,840.6,30541.7,36105.1,Bois – Bûches
maison,individuel,individuel,2.5,D,B,40.5,1.0,77300.0,bonne,736.0,4041.1,9294.4,Électricité
appartement,individuel,collectif,2.5,D,D,103.0,1.0,83140.0,insuffisante,1729.0,19082.9,19749.2,Gaz naturel
maison,individuel,individuel,2.5,D,B,153.0,2.0,26250.0,insuffisante,371.1,21066.9,33383.1,Bois – Bûches
maison,individuel,individuel,2.5,G,G,65.1,1.0,42520.0,insuffisante,2850.6,31707.4,32391.1,Fioul domestique
maison,individuel,individuel,2.8,E,E,218.0,2.0,44119.0,insuffisante,3473.6,53354.5,58171.5,Gaz naturel
maison,individuel,individuel,2.5,B,A,108.5,1.0,29390.0,bonne,848.7,4788.6,11013.7,Électricité
appartement,individuel,individuel,2.5,C,A,46.6,1.0,34170.0,insuffisante,661.0,2583.1,5941.1,Électricité
appartement,individuel,individuel,2.5,D,A,79.8,1.0,38570.0,très bonne,1182.2,6525.5,15008.7,Électricité
appartement,individuel,individuel,3.0,D,B,63.3,1.0,62000.0,insuffisante,1000.0,5754.5,13235.2,Électricité
appartement,individuel,individuel,2.4,C,A,44.9,1.0,47000.0,bonne,675.5,3400.0,7820.0,Électricité
maison,individuel,individuel,2.9,G,C,119.5,2.0,30340.0,insuffisante,1715.0,56790.6,57085.3,Bois – Bûches
maison,individuel,individuel,2.5,G,C,73.6,1.0,30430.0,insuffisante,1014.3,32956.5,34608.7,Bois – Bûches
appartement,individuel,individuel,2.5,E,B,29.0,2.0,8000.0,moyenne,787.9,4387.8,10091.8,Électricité
maison,individuel,individuel,2.5,C,C,146.9,2.0,29850.0,bonne,1074.2,13848.7,15053.4,Gaz naturel
appartement,collectif,collectif,2.5,D,D,51.1,5.0,6210.0,insuffisante,603.0,10368.5,11196.0,Gaz naturel
appartement,individuel,individuel,2.5,C,C,83.0,5.0,74160.0,insuffisante,729.0,8555.3,9752.6,Gaz naturel
appartement,individuel,individuel,2.4,G,G,64.9,1.0,85660.0,insuffisante,2511.6,29857.4,32957.5,Fioul domestique
appartement,collectif,collectif,2.5,B,A,60.5,1.0,44000.0,bonne,351.0,5053.1,5825.4,Réseau de Chauffage urbain
maison,individuel,individuel,2.5,G,G,79.6,1.0,35190.0,insuffisante,2300.6,25547.0,26044.0,Fioul domestique
maison,individuel,individuel,2.5,D,D,168.0,1.0,85410.0,bonne,2039.7,22824.7,23492.3,Fioul domestique
maison,individuel,individuel,2.3,D,B,85.4,2.0,53500.0,très bonne,1537.5,9174.0,21100.3,Électricité
maison,individuel,individuel,2.5,C,A,94.0,1.0,24100.0,bonne,1250.8,7351.9,16909.3,Électricité
maison,individuel,individuel,2.5,F,B,40.0,1.0,44410.0,bonne,893.9,8264.8,14873.6,Électricité
maison,individuel,individuel,2.5,D,B,87.4,1.0,31100.0,bonne,1572.5,9396.0,21610.8,Électricité
maison,individuel,individuel,2.6,E,E,210.2,3.0,21290.0,insuffisante,4100.1,61156.8,62940.6,Gaz naturel
maison,individuel,individuel,2.5,D,D,175.0,1.0,2000.0,moyenne,2406.4,29544.6,33733.5,Fioul domestique
appartement,individuel,individuel,2.5,D,B,26.8,3.0,73500.0,moyenne,541.1,2708.2,6228.9,Électricité
appartement,individuel,individuel,2.5,D,B,50.0,1.0,34070.0,moyenne,680.0,4456.5,10249.9,Électricité
maison,individuel,individuel,2.5,E,B,67.0,1.0,86330.0,bonne,266.3,12745.6,18498.5,Bois – Bûches
maison,individuel,individuel,2.6,F,C,84.7,2.0,58600.0,insuffisante,2060.7,19261.0,35509.8,Électricité
maison,individuel,individuel,2.5,D,B,125.0,1.0,27120.0,moyenne,1428.0,24977.1,24977.1,Électricité
appartement,individuel,individuel,2.5,C,C,86.0,1.0,68300.0,très bonne,857.4,10458.5,11570.6,Gaz naturel
maison,individuel,individuel,4.7,F,F,166.0,1.0,77480.0,insuffisante,3196.0,53084.9,54824.1,Fioul domestique
maison,individuel,individuel,2.5,E,B,79.5,2.0,7270.0,moyenne,1589.9,13690.0,26049.2,Électricité
maison,individuel,individuel,2.5,E,E,183.4,2.0,13950.0,insuffisante,2537.4,38257.8,39162.7,Fioul domestique
appartement,mixte (collectif-individuel),individuel,2.5,C,A,20.1,1.0,80080.0,moyenne,376.0,1616.4,3717.8,Électricité
appartement,individuel,individuel,2.9,D,D,66.8,1.0,9100.0,insuffisante,828.0,9897.8,10862.3,Gaz naturel
appartement,individuel,individuel,2.5,C,C,66.0,1.0,65430.0,insuffisante,760.2,8483.7,8961.8,Gaz naturel
maison,individuel,individuel,2.5,D,B,85.0,1.0,77710.0,très bonne,1505.1,8968.0,20626.5,Électricité
appartement,individuel,individuel,2.5,C,A,43.6,1.0,66420.0,insuffisante,634.0,2469.1,5678.9,Électricité
maison,individuel,individuel,2.5,D,B,108.0,1.0,69400.0,bonne,1369.3,10008.0,20544.6,Électricité
maison,individuel,individuel,2.5,D,D,110.7,1.0,83700.0,insuffisante,1199.8,15209.7,15685.1,Gaz naturel
appartement,individuel,individuel,2.5,E,B,72.0,4.0,67100.0,insuffisante,681.0,10060.4,23139.0,Électricité
appartement,individuel,individuel,2.5,D,B,48.4,1.0,77000.0,très bonne,782.3,4350.9,10007.0,Électricité
appartement,individuel,individuel,2.5,C,C,61.0,4.0,57600.0,moyenne,635.0,6466.0,6819.9,Gaz naturel
maison,individuel,individuel,2.5,C,A,99.7,2.0,84000.0,très bonne,977.1,5612.2,12908.0,Électricité
maison,individuel,individuel,2.5,C,C,114.0,1.0,77440.0,bonne,914.2,13900.3,18355.0,Gaz naturel
maison,individuel,individuel,2.5,D,D,85.5,2.0,22100.0,moyenne,1028.0,13153.9,14375.6,Gaz naturel
appartement,individuel,individuel,2.5,C,A,69.3,1.0,50081.0,insuffisante,870.2,4930.1,11339.3,Électricité
maison,individuel,individuel,2.5,E,B,113.2,2.0,76540.0,moyenne,2369.6,14462.0,33262.7,Électricité
appartement,collectif,collectif,2.5,E,D,46.5,1.0,75007.0,insuffisante,879.2,11432.7,11772.7,Réseau de Chauffage urbain
maison,individuel,individuel,2.5,F,F,68.3,2.0,32460.0,insuffisante,1838.6,25080.2,25674.9,Gaz naturel
appartement,collectif,collectif,2.9,G,G,65.6,1.0,57560.0,insuffisante,2149.5,24020.8,24681.5,Fioul domestique
appartement,individuel,individuel,2.5,D,D,54.0,1.0,83200.0,insuffisante,999.0,12019.0,12341.5,Gaz naturel
maison,individuel,individuel,2.5,D,B,84.2,1.0,50110.0,bonne,1148.5,10390.1,19102.6,Électricité
appartement,individuel,individuel,2.5,F,B,27.0,1.0,76960.0,moyenne,761.9,4216.9,9698.8,Électricité
maison,individuel,individuel,2.5,B,A,73.0,1.0,62240.0,très bonne,509.8,2555.6,5877.8,Électricité
appartement,individuel,individuel,2.7,C,C,68.6,1.0,31850.0,très bonne,554.0,5424.8,6001.8,Gaz naturel
maison,individuel,individuel,2.5,E,B,116.0,1.0,87240.0,bonne,2028.5,15486.3,31468.5,Électricité
maison,individuel,individuel,2.5,A,A,122.1,2.0,51220.0,très bonne,591.2,3091.9,7111.3,Électricité
appartement,individuel,individuel,2.5,D,D,86.3,1.0,24110.0,insuffisante,1288.0,17135.1,18362.7,Gaz naturel
appartement,individuel,individuel,2.6,E,B,39.8,1.0,71470.0,moyenne,846.1,4673.1,10748.1,Électricité
maison,individuel,individuel,2.7,D,D,146.0,2.0,33710.0,insuffisante,2131.0,30375.7,32037.0,Gaz naturel
maison,individuel,individuel,2.5,G,C,55.0,1.0,41210.0,insuffisante,898.5,28343.8,28701.0,Bois – Bûches
maison,individuel,individuel,2.5,D,D,162.5,1.0,85310.0,bonne,1950.0,22419.2,23835.8,Fioul domestique
appartement,individuel,individuel,2.6,E,B,21.5,1.0,64000.0,insuffisante,608.2,3204.0,7369.3,Électricité
appartement,individuel,individuel,2.5,E,B,20.0,1.0,56100.0,insuffisante,538.2,2742.6,6308.1,Électricité
